,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
42149,BL1955,Unknown,2000.0,,Commercial,SUPERMARKET,Other
42169,BL1957,Unknown,2001.0,,Residential,RESIDENTIAL,Other
42181,BL1958,Unknown,2002.0,,Residential,RESIDENTIAL,Other
42192,BL1959,Unknown,2004.0,,Residential,RESIDENTIAL,Other
42201,BL196,FAIRVIEW HEIGHTS ELEMENTARY (MAIN BUILDING),1967.0,21756.0,Institutional,PUBLIC SCHOOL,Other
42202,BL1960,Unknown,1997.0,,Residential,RESIDENTIAL,Other
42213,BL1961,Unknown,2000.0,,Residential,RESIDENTIAL,Other
42225,BL1962,Unknown,2002.0,,Residential,RESIDENTIAL,Other
42236,BL1963,Unknown,2002.0,,Residential,RESIDENTIAL,Other
42247,BL1964,Unknown,2003.0,,Residential,RESIDENTIAL,Other
42258,BL1965,Unknown,1998.0,,Residential,RESIDENTIAL,Other
42271,BL1966,Unknown,2003.0,,Residential,RESIDENTIAL,Other
42283,BL1967,Unknown,2003.0,,Residential,RESIDENTIAL,Other
42294,BL1968,Unknown,2001.0,,Residential,RESIDENTIAL,Other
42305,BL1969,Unknown,2012.0,,Residential,RESIDENTIAL,Other
42319,BL1970,Unknown,2011.0,,Commercial,OFFICE,Other
42330,BL1971,Unknown,2012.0,,Residential,RESIDENTIAL,Other
42341,BL1972,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42354,BL1973,Unknown,2012.0,,Residential,RESIDENTIAL,Other
42366,BL1974,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42377,BL1975,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42388,BL1976,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42399,BL1977,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42421,BL1876,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42433,BL1877,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42446,BL1878,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42457,BL1879,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42469,BL1880,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42483,BL1881,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42498,BL1882,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42508,BL1883,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42519,BL1884,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42531,BL1885,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42542,BL1886,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42553,BL1887,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42564,BL1888,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42574,BL1889,Unknown,2008.0,,Residential,RESIDENTIAL,Other
42586,BL1890,Unknown,2007.0,,Residential,RESIDENTIAL,Other
42595,BL18907,Unknown,2000.0,,Residential,RESIDENTIAL,Other
42599,BL1891,Unknown,2007.0,,Residential,RESIDENTIAL,Other
42610,BL1892,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42622,BL1893,Unknown,2002.0,,Residential,RESIDENTIAL,Other
42633,BL1894,Unknown,2003.0,,Residential,RESIDENTIAL,Other
42646,BL1895,Unknown,2001.0,,Residential,RESIDENTIAL,Other
42657,BL1896,Unknown,2003.0,,Residential,RESIDENTIAL,Other
42669,BL1897,Unknown,2000.0,,Residential,RESIDENTIAL,Other
42682,BL1898,SEAVIEW AFRICAN UNITED BAPTIST CHURCH,2011.0,,Institutional,PLACE OF WORSHIP,Other
42693,BL1899,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42708,BL1900,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42719,BL1901,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42731,BL1902,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42743,BL1903,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42757,BL1904,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42770,BL1905,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42780,BL1906,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42792,BL1907,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42803,BL1908,Unknown,2011.0,,Residential,RESIDENTIAL,Other
42819,BL1909,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43085,BL18656,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43123,BL1868,Unknown,2011.0,,Institutional,DAYCARE,Other
43135,BL1869,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43146,BL187,FIRE MUSEUM,1967.0,2345.0,Recreation/Culture and Entertainment,MUSEUM,Other
43147,BL1870,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43159,BL1871,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43171,BL1872,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43183,BL1873,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43197,BL1874,Unknown,2010.0,,Residential,RESIDENTIAL,Other
43208,BL1875,Unknown,2009.0,,Residential,RESIDENTIAL,Other
43233,BL1910,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43237,BL181,(FORMER) LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL,1953.0,8256.0,In Transition,VACANT,Other
43254,BL1911,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43276,BL1912,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43297,BL1913,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43346,BL1915,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43368,BL1916,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43388,BL1917,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43419,BL1918,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43445,BL1919,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43467,BL192,ASH LEE JEFFERSON ELEMENTARY SCHOOL,1999.0,63102.0,Institutional,PUBLIC SCHOOL,Other
43473,BL1920,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43503,BL1921,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43526,BL1922,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43550,BL1923,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43568,BL1924,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43592,BL1925,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43616,BL1926,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43638,BL1927,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43658,BL1928,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43679,BL1929,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43701,BL193,BASINVIEW DRIVE COMMUNITY SCHOOL,1994.0,63200.0,Institutional,PUBLIC SCHOOL,Other
43703,BL1930,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43728,BL1931,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43756,BL1932,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43780,BL1933,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43816,BL1934,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43838,BL1935,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43862,BL1936,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43886,BL1937,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43911,BL1938,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43934,BL1939,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43956,BL1940,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43977,BL1941,Unknown,2011.0,,Residential,RESIDENTIAL,Other
43997,BL1942,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44009,BL2106,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44023,BL2107,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44034,BL2108,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44045,BL2109,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44057,BL211,SACKVILLE METRO LINK TERMINAL,2004.0,2616.0,Transportation and Transmission,BUS TERMINAL,Other
44059,BL2110,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44072,BL21109,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44073,BL2111,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44084,BL2112,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44096,BL2113,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44106,BL2114,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44114,BL21147,Unknown,1998.0,,Residential,RESIDENTIAL,Other
44116,BL21149,Unknown,2010.0,,Residential,RESIDENTIAL,Other
44117,BL2115,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44128,BL2116,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44142,BL2117,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44164,BL2118,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44175,BL2119,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44186,BL212,KINAP ATHLETIC CLUB,1982.0,3480.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
44187,BL2120,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44201,BL2121,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44215,BL2122,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44243,BL2124,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44254,BL2125,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44266,BL2126,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44277,BL2127,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44288,BL2128,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44300,BL2129,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44315,BL2130,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44329,BL2131,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44333,BL21313,Unknown,1875.0,,Residential,RESIDENTIAL,Other
44343,BL2132,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44354,BL2133,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44365,BL2134,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44372,BL21346,Unknown,2010.0,,Residential,RESIDENTIAL,Other
44379,BL2135,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44390,BL2136,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44402,BL2137,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44404,BL2046,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44415,BL2077,Unknown,2002.0,,Residential,RESIDENTIAL,Other
44416,BL1978,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44447,BL2012,Unknown,2002.0,,Residential,RESIDENTIAL,Other
44453,BL2047,Unknown,2000.0,,Commercial,GAS STATION,Other
44459,BL1979,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44495,BL1980,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44507,BL1981,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44518,BL1982,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44531,BL1983,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44542,BL1984,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44553,BL1985,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44564,BL1986,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44575,BL1987,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44586,BL1988,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44596,BL1989,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44614,BL1990,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44625,BL1991,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44636,BL1992,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44646,BL1993,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44658,BL1994,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44668,BL1995,LUXOR,2011.0,,Residential,RESIDENTIAL,Other
44678,BL1996,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44689,BL1997,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44700,BL1998,Unknown,2011.0,,Commercial,AUTO DEALERSHIP,Other
44711,BL1999,Unknown,2002.0,,Residential,RESIDENTIAL,Other
44737,BL2000,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44748,BL2001,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44759,BL2002,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44779,BL2004,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44790,BL2005,Unknown,2008.0,,Residential,RESIDENTIAL,Other
44811,BL2007,Unknown,2011.0,,Residential,RESIDENTIAL,Other
44823,BL2008,Unknown,2001.0,,Residential,RESIDENTIAL,Other
44833,BL2009,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44847,BL2010,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44869,BL2013,Unknown,2001.0,,Residential,RESIDENTIAL,Other
44870,BL2078,Unknown,2002.0,,Residential,RESIDENTIAL,Other
44871,BL2048,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44901,BL2014,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44910,BL2049,Unknown,2000.0,,Residential,RESIDENTIAL,Other
44912,BL2079,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44931,BL2015,Unknown,2004.0,,Residential,RESIDENTIAL,Other
44942,BL205,(FORMER) SPRING GARDEN ROAD PUBLIC LIBRARY,1954.0,39560.0,In Transition,VACANT,Other
44945,BL2050,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44947,BL208,IMMANUEL UNITED BAPTIST CHURCH,1975.0,,Institutional,PLACE OF WORSHIP,Other
44949,BL2080,Unknown,2001.0,,Residential,RESIDENTIAL,Other
44957,BL2016,Unknown,2002.0,,Residential,RESIDENTIAL,Other
44978,BL2018,Unknown,2003.0,,Residential,RESIDENTIAL,Other
44989,BL2019,Unknown,2012.0,,Residential,RESIDENTIAL,Other
44998,BL20198,Unknown,2010.0,,Residential,RESIDENTIAL,Other
45001,BL2020,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45012,BL2021,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45015,BL20212,Unknown,2011.0,,Residential,RESIDENTIAL,Other
45033,BL2023,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45047,BL2024,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45058,BL2025,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45069,BL2026,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45080,BL2027,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45094,BL2028,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45105,BL2029,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45117,BL2030,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45129,BL2031,Unknown,2008.0,,Residential,RESIDENTIAL,Other
45140,BL2032,Unknown,2002.0,,Commercial,BANK,Other
45153,BL2033,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45164,BL2034,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45175,BL2035,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45188,BL2036,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45199,BL2037,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45212,BL2038,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45224,BL2039,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45237,BL2040,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45248,BL2041,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45260,BL2042,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45269,BL2043,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45280,BL2044,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45291,BL2045,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45299,BL20456,Unknown,2011.0,,Residential,RESIDENTIAL,Other
45317,BL2051,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45327,BL2052,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45338,BL2053,Unknown,2011.0,,Residential,RESIDENTIAL,Other
45347,BL2081,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45363,BL2054,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45382,BL2082,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45389,BL2055,Unknown,2011.0,,Residential,RESIDENTIAL,Other
45408,BL2083,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45413,BL2056,Unknown,2011.0,,Residential,RESIDENTIAL,Other
45439,BL2084,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45440,BL2057,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45461,BL2085,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45474,BL2058,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45483,BL2086,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45500,BL2059,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45503,BL2087,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45522,BL206,SIR CHARLES TUPPER ELEMENTARY SCHOOL,1929.0,33352.0,Institutional,PUBLIC SCHOOL,Other
45524,BL2060,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45525,BL2088,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45545,BL2061,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45551,BL2089,Unknown,2009.0,,Residential,RESIDENTIAL,Other
45569,BL2062,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45574,BL209,HARRY R. HAMILTON ELEMENTARY,1980.0,38649.0,Institutional,PUBLIC SCHOOL,Other
45576,BL2090,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45597,BL2091,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45602,BL2063,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45628,BL2064,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45646,BL2092,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45649,BL2065,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45670,BL2066,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45673,BL2093,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45693,BL2067,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45722,BL2094,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45725,BL2068,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45743,BL2069,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45746,BL2095,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45765,BL207,HAROLD T. BARRETT JUNIOR HIGH,1984.0,40837.0,Institutional,PUBLIC SCHOOL,Other
45767,BL2070,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45778,BL2096,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45780,BL20960,Unknown,2010.0,,Residential,RESIDENTIAL,Other
45789,BL2071,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45796,BL2097,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45820,BL2072,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45821,BL2098,Unknown,2000.0,,Residential,RESIDENTIAL,Other
45842,BL2099,Unknown,2002.0,,Commercial,OTHER SERVICE,Other
45866,BL2073,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45869,BL21,Unknown,1843.0,,Recreation/Culture and Entertainment,UNKNOWN,Other
45873,BL2100,Unknown,2003.0,,Residential,RESIDENTIAL,Other
45897,BL2074,Unknown,2012.0,,Residential,RESIDENTIAL,Other
45900,BL2101,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45918,BL2075,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45924,BL2102,Unknown,2001.0,,Residential,RESIDENTIAL,Other
45946,BL2076,Unknown,1997.0,,Commercial,BAR/RESTAURANT,Other
45950,BL2103,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45975,BL2104,Unknown,2002.0,,Residential,RESIDENTIAL,Other
45990,BL2105,Unknown,2003.0,,Residential,RESIDENTIAL,Other
46011,BL2138,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46022,BL2139,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46036,BL2140,Unknown,2011.0,,Residential,RESIDENTIAL,Other
46048,BL2141,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46061,BL2142,Unknown,2011.0,,Residential,RESIDENTIAL,Other
46073,BL2143,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46079,BL21435,Unknown,2006.0,,Residential,RESIDENTIAL,Other
46083,BL2144,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46094,BL2145,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46105,BL2146,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46116,BL2147,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46127,BL2148,Unknown,1997.0,,Residential,RESIDENTIAL,Other
46139,BL2149,Unknown,2000.0,,Residential,RESIDENTIAL,Other
46152,BL2150,Unknown,2003.0,,Residential,RESIDENTIAL,Other
46164,BL2151,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46176,BL2152,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46187,BL2153,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46200,BL2154,Unknown,2011.0,,Residential,RESIDENTIAL,Other
46211,BL2155,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46220,BL21558,Unknown,2010.0,,Residential,RESIDENTIAL,Other
46222,BL2156,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46233,BL2157,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46245,BL2158,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46256,BL2159,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46269,BL2160,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46282,BL2161,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46294,BL2162,Unknown,2012.0,,Transportation and Transmission,UTILITY FACILITY,Other
46305,BL2163,Unknown,2001.0,,Residential,RESIDENTIAL,Other
46320,BL2164,Unknown,2008.0,,Residential,RESIDENTIAL,Other
46361,BL2167,Unknown,2009.0,,Institutional,NURSING HOME,Other
46374,BL2168,Unknown,2000.0,,Residential,RESIDENTIAL,Other
46379,BL21681,Unknown,1993.0,31767.0,Commercial,OFFICE,Other
46391,BL2169,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46407,BL2224,Unknown,2004.0,,Residential,RESIDENTIAL,Other
46410,BL2258,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46420,BL2204,Unknown,2000.0,,Residential,RESIDENTIAL,Other
46441,BL2205,Unknown,2001.0,,Residential,RESIDENTIAL,Other
46452,BL2206,Unknown,1991.0,,Residential,RESIDENTIAL,Other
46463,BL2207,Unknown,2001.0,,Residential,RESIDENTIAL,Other
46474,BL2208,Unknown,1991.0,,Residential,RESIDENTIAL,Other
46496,BL2209,Unknown,2003.0,,Residential,RESIDENTIAL,Other
46651,BL2210,Unknown,2002.0,,Residential,RESIDENTIAL,Other
46662,BL2211,Unknown,2001.0,,Residential,RESIDENTIAL,Other
46673,BL2212,Unknown,1996.0,,Residential,RESIDENTIAL,Other
46685,BL2213,Unknown,2000.0,,Residential,RESIDENTIAL,Other
46697,BL2214,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46711,BL2215,Unknown,2001.0,,Residential,RESIDENTIAL,Other
46723,BL2216,Unknown,2004.0,,Residential,RESIDENTIAL,Other
46734,BL2217,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46747,BL2218,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46758,BL2219,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46771,BL2220,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46784,BL2221,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46795,BL2222,Unknown,2012.0,,Commercial,OFFICE,Other
46807,BL2223,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46823,BL2259,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46836,BL226,COLONEL JOHN STUART ELEMENTARY SCHOOL,1960.0,22254.0,Institutional,PUBLIC SCHOOL,Other
46837,BL2260,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46848,BL2261,Unknown,2012.0,,Residential,RESIDENTIAL,Other
46860,BL2262,Unknown,2012.0,,Commercial,MEDICAL OFFICE,Other
46969,BL227,SAMUEL R BALCOM COMMUNITY CENTRE,1965.0,4423.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
47070,BL22784,Unknown,2005.0,,Residential,RESIDENTIAL,Other
47092,BL228,BEAVER BANK - KINSAC COMMUNITY CENTRE,2004.0,22408.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
47211,BL2170,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47219,BL2225,Unknown,2004.0,,Residential,RESIDENTIAL,Other
47230,BL2226,Unknown,2004.0,,Residential,RESIDENTIAL,Other
47241,BL2227,Unknown,2002.0,,Residential,RESIDENTIAL,Other
47254,BL2228,Unknown,2002.0,,Residential,RESIDENTIAL,Other
47264,BL2229,Unknown,2005.0,,Commercial,SUPERMARKET,Other
47278,BL2230,Unknown,2003.0,,Residential,RESIDENTIAL,Other
47289,BL2231,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47299,BL2232,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47309,BL2233,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47320,BL2234,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47339,BL2235,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47350,BL2236,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47361,BL2237,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47376,BL2238,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47388,BL2239,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47400,BL224,WESTMOUNT ELEMENTARY SCHOOL,1950.0,42398.0,Institutional,PUBLIC SCHOOL,Other
47401,BL2240,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47412,BL2241,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47424,BL2242,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47435,BL2243,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47445,BL2244,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47458,BL2245,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47469,BL2246,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47480,BL2247,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47491,BL2248,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47501,BL2249,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47513,BL2250,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47527,BL2251,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47539,BL2252,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47550,BL2253,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47558,BL22537,Unknown,2010.0,,Residential,RESIDENTIAL,Other
47561,BL2254,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47572,BL2255,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47584,BL2256,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47595,BL2257,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47614,BL2171,Unknown,2012.0,,Residential,RESIDENTIAL,Other
