,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
130202,BL86334,Unknown,2003.0,,Residential,RESIDENTIAL,Other
130203,BL86335,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130204,BL86336,Unknown,2002.0,,Residential,RESIDENTIAL,Other
130205,BL86337,Unknown,2006.0,,Residential,RESIDENTIAL,Other
130206,BL86338,Unknown,2006.0,,Residential,RESIDENTIAL,Other
130207,BL86339,Unknown,2008.0,,Residential,RESIDENTIAL,Other
130213,BL86341,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130214,BL86342,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130215,BL86343,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130216,BL86344,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130217,BL86345,Unknown,2005.0,,Residential,RESIDENTIAL,Other
130218,BL86346,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130293,BL86369,MARBLE BUILDING,1896.0,,Commercial,OFFICE,Other
130442,BL86909,Unknown,2013.0,,Commercial,GAS STATION,Other
130472,BL86703,Unknown,1997.0,,Residential,RESIDENTIAL,Other
130537,BL86445,Unknown,2014.0,,Commercial,GAS STATION,Other
130548,BL86449,SAINT LAWRENCE PLACE,2013.0,,Commercial,OFFICE,Other
130560,BL86450,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130562,BL86451,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130564,BL86452,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130897,BL86453,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130898,BL86454,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130899,BL86455,Unknown,2013.0,,Commercial,OFFICE,Other
130905,BL86456,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130907,BL86457,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130912,BL86458,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130914,BL86459,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130916,BL86460,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130917,BL86461,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130918,BL86462,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130920,BL86463,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130922,BL86464,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130923,BL86465,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130932,BL86466,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130933,BL86467,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130934,BL86468,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130935,BL86469,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130937,BL86470,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130938,BL86471,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130939,BL86472,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130940,BL86473,ALBRO LAKE WASHROOM FACILITY,2013.0,1853.0,Recreation/Culture and Entertainment,PARK FACILITY,Other
130941,BL86474,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130942,BL86475,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130943,BL86476,CHOCOLATE LAKE WASHROOM FACILITY,2013.0,1853.0,Recreation/Culture and Entertainment,PARK FACILITY,Other
130944,BL86477,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130945,BL86478,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130946,BL86479,Unknown,2013.0,,Institutional,DAYCARE,Other
130948,BL86480,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130950,BL86481,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130951,BL86482,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130952,BL86483,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130953,BL86484,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130954,BL86485,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130956,BL86488,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130957,BL86489,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130959,BL86490,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130960,BL86491,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130961,BL86492,Unknown,2013.0,,Residential,RESIDENTIAL,Other
130962,BL86493,Unknown,2013.0,,Residential,RESIDENTIAL,Other
